,elements,temp,conv,comp,filename,flow,support,bet,pressure,selectivity,title
29,CeO2,,1.4,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,"78,397R(1T|CO",Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
30,CeO2,,1.4,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,1Tref|CO,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
31,CeO2,,1.4,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,1.40×106exp|CO2,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
32,CeO2,,1.4,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,"78,397R(1T|CO2",Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
33,CeO2,,1.4,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,1Tref|CO2,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
34,CeO2,,6.24,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
35,CeO2,,103.0,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
36,CeO2,,161106.0,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
37,CeO2,,1.0,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
38,CeO2,,1.0,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
39,CeO2,,6.24,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,6.24×103exp|CO,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
40,CeO2,,6.24,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,"161,106R(1T|CO",Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
41,CeO2,,6.24,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,1Tref|CO,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
42,CeO2,,6.24,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,6.24×103exp|CO2,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
43,CeO2,,6.24,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,"161,106R(1T|CO2",Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
44,CeO2,,6.24,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,1Tref|CO2,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
45,CeO2,,3.03,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
46,CeO2,,10.0,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
47,CeO2,,3.03,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,7.90×105|CO,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
48,CeO2,,3.03,{'steam': '5.5'},Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,1.90×104|CO2,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
49,CeO2,,8.95,13.92|H2/CO,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
50,CeO2,,8.95,13.92|H2/CO,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,14.56|CO,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
51,CeO2,,8.95,13.92|H2/CO,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,3.81|CO2,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
52,CeO2,,8.95,13.92|H2/CO,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,7.06|CH4,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
53,CeO2,,16.25,17.83|H2/CO,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
54,CeO2,,16.25,17.83|H2/CO,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,21.17|CO,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
55,CeO2,,16.25,17.83|H2/CO,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,2.97|CO2,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
56,CeO2,,16.25,17.83|H2/CO,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics ,15000.0|mL/(,CeO2,,,4.07|CH4,Effects of Pt precursors on Pt/CeO2 to water-gas shift (WGS) reaction activity with Langmuir-Hinshelwood model-based kinetics 
0,La,773.15,90.0,{'H2': '3.65'},La-based catalysts to enhance hydrogen production during supercritical water gasification of glucose ,,,"['0.42', 'cm3/g']",,,La-based catalysts to enhance hydrogen production during supercritical water gasification of glucose 
0,Cr2O3Fe3O4,723.15,53.0,"{'CO': '7.0', 'H2O': '22.0', 'CO2': '8.0', 'H2': '37.0'}",The origin of rhodium promotion of Fe3O4–Cr2O3 catalysts for the high-temperature water–gas shift reaction ,,Fe2O3,"['50', 'mgmounted']",,,The origin of rhodium promotion of Fe3O4–Cr2O3 catalysts for the high-temperature water–gas shift reaction 
1,Cr2O3Fe3O4,723.15,94.0,"{'CO': '7.0', 'H2O': '22.0', 'CO2': '8.0', 'H2': '37.0'}",The origin of rhodium promotion of Fe3O4–Cr2O3 catalysts for the high-temperature water–gas shift reaction ,,Fe2O3,"['50', 'mgmounted']",,,The origin of rhodium promotion of Fe3O4–Cr2O3 catalysts for the high-temperature water–gas shift reaction 
0,Pt,383.15,90.0,{'CO': '50.0'},Optimization of a water–gas shift reactor over a Pt/ceria/alumina monolith ,,ceriaalumina,,,,Optimization of a water–gas shift reactor over a Pt/ceria/alumina monolith 
0,Fe,603.15,9.0,"{'CO2': '10.0', 'H2': '10.0', 'Ar': '10.0'}",Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements ,10.0|ml/min,,,,,Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements 
1,CrFe,603.15,3.8,"{'CO2': '10.0', 'H2': '10.0', 'Ar': '10.0'}",Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements ,10.0|ml/min,,,,,Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements 
2,CrFe,603.15,3.8,"{'CO2': '10.0', 'H2': '10.0', 'Ar': '10.0'}",Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements ,10.0|ml/min,,,,2.0|COconsumptionrate(10mol/s·g),Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements 
3,CrFeCu,603.15,8.8,"{'CO2': '10.0', 'H2': '10.0', 'Ar': '10.0'}",Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements ,10.0|ml/min,,,,,Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements 
4,CrFeCu,603.15,8.8,"{'CO2': '10.0', 'H2': '10.0', 'Ar': '10.0'}",Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements ,10.0|ml/min,,,,5.4|COconsumptionrate(10mol/s·g),Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements 
5,AlFe,603.15,2.9,"{'CO2': '10.0', 'H2': '10.0', 'Ar': '10.0'}",Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements ,10.0|ml/min,,,,,Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements 
6,AlFe,603.15,2.9,"{'CO2': '10.0', 'H2': '10.0', 'Ar': '10.0'}",Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements ,10.0|ml/min,,,,1.9|COconsumptionrate(10mol/s·g),Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements 
7,AlFeCu,603.15,9.0,"{'CO2': '10.0', 'H2': '10.0', 'Ar': '10.0'}",Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements ,10.0|ml/min,,,,,Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements 
8,AlFeCu,603.15,9.0,"{'CO2': '10.0', 'H2': '10.0', 'Ar': '10.0'}",Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements ,10.0|ml/min,,,,5.9|COconsumptionrate(10mol/s·g),Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements 
9,MgFe,603.15,1.8,"{'CO2': '10.0', 'H2': '10.0', 'Ar': '10.0'}",Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements ,10.0|ml/min,,,,,Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements 
10,MgFe,603.15,1.8,"{'CO2': '10.0', 'H2': '10.0', 'Ar': '10.0'}",Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements ,10.0|ml/min,,,,1.2|COconsumptionrate(10mol/s·g),Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements 
11,MgFeCu,603.15,4.5,"{'CO2': '10.0', 'H2': '10.0', 'Ar': '10.0'}",Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements ,10.0|ml/min,,,,,Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements 
12,MgFeCu,603.15,4.5,"{'CO2': '10.0', 'H2': '10.0', 'Ar': '10.0'}",Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements ,10.0|ml/min,,,,2.8|COconsumptionrate(10mol/s·g),Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements 
13,Fe,603.15,1.1,"{'CO2': '10.0', 'H2': '10.0', 'Ar': '10.0'}",Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements ,10.0|ml/min,,,,,Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements 
14,Fe,603.15,1.1,"{'CO2': '10.0', 'H2': '10.0', 'Ar': '10.0'}",Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements ,10.0|ml/min,,,,0.5|COconsumptionrate(10mol/s·g),Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements 
15,FeCu,603.15,1.6,"{'CO2': '10.0', 'H2': '10.0', 'Ar': '10.0'}",Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements ,10.0|ml/min,,,,,Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements 
16,FeCu,603.15,1.6,"{'CO2': '10.0', 'H2': '10.0', 'Ar': '10.0'}",Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements ,10.0|ml/min,,,,1.0|COconsumptionrate(10mol/s·g),Revealing structure-activity relationships in chromium free high temperature shift catalysts promoted by earth abundant elements 
0,,473.15,65.0,"{'CO': '3.0', 'H2': ' 37.0', 'CO2': ' 14.0', 'H2O': ' 23.0'}",Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation ,3000.0|h−1.,ZrO2,,,,Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation 
1,,523.15,55.0,"{'CO': '3.0', 'H2': ' 37.0', 'CO2': ' 14.0', 'H2O': ' 23.0'}",Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation ,3000.0|h−1.,ZrO2,,,,Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation 
2,,473.15,65.0,"{'CO': '3.0', 'H2': ' 37.0', 'CO2': ' 14.0', 'H2O': ' 23.0'}",Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation ,3000.0|h−1.,ZrO2,,,,Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation 
3,,473.15,60.0,"{'CO': '3.0', 'H2': ' 37.0', 'CO2': ' 14.0', 'H2O': ' 23.0'}",Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation ,3000.0|h−1.,ZrO2,,,,Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation 
4,,473.15,55.0,"{'CO': '3.0', 'H2': ' 37.0', 'CO2': ' 14.0', 'H2O': ' 23.0'}",Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation ,3000.0|h−1.,ZrO2,,,,Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation 
5,,473.15,50.0,"{'CO': '3.0', 'H2': ' 37.0', 'CO2': ' 14.0', 'H2O': ' 23.0'}",Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation ,3000.0|h−1.,ZrO2,,,,Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation 
6,,473.15,90.0,"{'CO': '3.0', 'H2': ' 37.0', 'CO2': ' 14.0', 'H2O': ' 23.0'}",Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation ,3000.0|h−1.,ZrO2,,,,Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation 
7,,473.15,30.0,"{'CO': '3.0', 'H2': ' 37.0', 'CO2': ' 14.0', 'H2O': ' 23.0'}",Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation ,3000.0|h−1.,ZrO2,,,,Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation 
8,,473.15,1.0,"{'CO': '3.0', 'H2': ' 37.0', 'CO2': ' 14.0', 'H2O': ' 23.0'}",Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation ,3000.0|h−1.,ZrO2,,,,Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation 
9,,473.15,2.0,"{'CO': '3.0', 'H2': ' 37.0', 'CO2': ' 14.0', 'H2O': ' 23.0'}",Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation ,3000.0|h−1.,ZrO2,,,,Discovery of new catalytic materials for the water–gas shift reaction by high-throughput experimentation 
